,id
1067,1558828252050882563
1068,1557813707962552321
1069,1555804851635986432
1070,1446207281058746368
1071,1467283936531210241
1072,1550865110503231488
1073,1404614337109520384
1074,1512198007088898051
1075,763630017813159936
1076,1558820493326594048
1077,1558819220850642952
1078,1558126576713220097
1079,1558621700249583616
1080,1553878475546804224
1081,1461050738604396547
1082,1545545293726375936
1083,1558817797941379072
1084,1452506749093613579
1085,1558810244582723584
1086,1513079254564626436
1087,1558813876787023873
1088,1138112714381942785
1089,1558811888858849280
1090,1534546232546312192
1091,1558814085747462145
1092,1558806681554804741
1093,1558812255172431872
1094,1558811275597062144
1095,1558807537851457536
1096,1536364211240062976
1097,1528572355420749824
1098,1441187258992717827
1099,4612962915
1100,1491802628501942278
1101,1558767256552673281
1102,1474669669399379973
1103,1514955164553261063
1104,1558799230923427840
1105,1354292616989388801
1106,1558796287939645441
1107,1558799907481321473
1108,1558794344198537218
1109,1486504823956643840
1110,1558786325813334016
1111,1558794313697558530
1112,1558793791225487361
1113,1470293408245694468
1114,1558791641758040064
1115,1558786404183937025
1116,1556945984596443137
1117,1325922144505778183
1118,1554336627597746176
1119,1477358485490782214
1120,1556995422710906881
1121,1452446187714449411
1122,1558073557166555138
1123,1229078406337191937
1124,1558780432631693314
1125,1533227133484421120
1126,2825045382
1127,1558776805787480064
1128,1680458180
1129,1558775328411365376
1130,1557322096438644736
1131,1555580456560631809
1132,1497312443923832832
1133,61601266
1134,1558128862780805120
1135,1558414248635760643
1136,1478471530883526656
1137,1558765998865629185
1138,1558114886152069120
1139,1557824197807816704
1140,759465386534313984
1141,1131679480127340545
1142,1558766490559516672
1143,1481872250961813504
1144,1558568365723107333
1145,53095482
1146,1558756177172905985
1147,1184202588968886272
1148,1558747712908050440
1149,133306984
1150,1532021456338567169
1151,1283071263334957057
1152,1558749187986128896
1153,1558750048988577796
1154,1558183168032837632
1155,1557398901845626884
1156,1471192599331590153
1157,1558591321081651200
1158,1526121365635534849
1159,1246863690470588416
1160,1558736880077864960
1161,861070919044743168
1162,1348173459432513543
1163,1558735670247837696
1164,1558735990159597568
1165,1509509122642743300
1166,1558732690744131586
1167,4757250619
1168,1515648481108672520
1169,1490631166554415106
1170,1558643215632326663
1171,344576481
1172,1558212724353634305
1173,2377089619
1174,1546066299951857664
1175,1557502052447801346
1176,1558724763308228610
1177,1034590077987508224
1178,1520255667742732288
1179,1006779392310247427
1180,1558724317105586176
1181,1556484355668987904
1182,1558726684769222657
1183,3294102074
1184,1533042214225563650
1185,1558712472391094273
1186,1558724244078579713
1187,1558179795489497089
1188,1290132769083981824
1189,1389853337483415553
1190,1517238186765922308
1191,1557379803896074241
1192,1426176428568154113
1193,1304456216748290049
1194,1300835511976722435
1195,62594842
1196,1500179467846619137
1197,1558130072288124928
1198,1534744856265994241
1199,2617795975
1200,1558426036467113985
1201,1558705845458075649
1202,2343431869
1203,1558704825222807553
1204,1116679918379782144
1205,1241468831316369408
1206,2831739870
1207,1541726128339288065
1208,1396383913723891714
1209,1558701363206447104
1210,1347207142948950018
1211,1558214078245601280
1212,1558692851869011968
1213,1262484197152866304
1214,1447142068946604032
1215,1558687760827183107
1216,900509124890423301
1217,1466401906738225161
1218,2986527858
1219,1558684642865287168
1220,1549219291752501249
1221,1558685397810499585
1222,1558678457101557763
1223,1537781469833072641
1224,1531317012957388803
1225,717336036506898432
1226,1556217632008937477
1227,2603249629
1228,1558671338683768832
1229,3863501172
1230,1558124350942969860
1231,1221984502802599937
1232,1551129251583299584
1233,1542339629541740545
1234,1553368734634491905
1235,1301395124409303040
1236,1558665715460313093
1237,1558666497463144451
1238,1422838524445855749
1239,1557618416608899072
1240,1557880346762526723
1241,1535435738988220416
1242,1558665696376107008
1243,1471659867274366987
1244,343618923
1245,1558663201713455104
1246,1121192652542763008
1247,1558662820782383104
1248,1558652740741615617
1249,1558655020471656448
1250,1558662678935126016
1251,1400255006968717315
1252,1532024559280570368
1253,153930111
1254,1372810370595893248
1255,990392234750103553
1256,28145701
1257,1557228334811152385
1258,1529153909129879553
1259,964223536708702210
1260,848511896
1261,1476033019110699011
1262,1558650432758505474
1263,1460112809778241537
1264,1558625214426136581
1265,1541893886871756800
1266,1552412089934807041
1267,1463575358117081094
1268,2935603345
1269,1557655590272368640
1270,1544691203538821120
1271,1480103840145985539
1272,334832103
1273,1558591063320829953
1274,1531547194028867585
1275,910676634994446336
1276,1553761219965636609
1277,1550270521954164736
1278,1558636345081331712
1279,1545570324745428995
1280,1545353252144697344
1281,1541068763528699905
1282,1488006953909555201
1283,3497221106
1284,1558630594296389632
1285,908761966226927617
1286,1523104830243454979
1287,1558625622217342976
1288,432879280
1289,1365916248756813824
1290,1539369700001456128
1291,1557684211934343168
1292,1558606808390029312
1293,1558622257798266881
1294,1329235172210970625
1295,4805871678
1296,1556295015344705537
1297,1558619233264754690
1298,1558610339809222657
1299,1118194864171245569
1300,1558615927180099584
1301,23118340
1302,1558464478290665475
1303,2678417275
1304,1540097965
1305,1558602617814663169
1306,1459936917173198855
1307,1558279584814170112
1308,1552830246847762443
1309,1273734092
1310,1557922736210845696
1311,1558604242255880194
1312,1544868239724855296
1313,1557887032105570305
1314,1558600233319284736
1315,404535279
1316,1436772869963407368
1317,1558593752826286080
1318,1558594010603823106
1319,1550533721534636035
1320,1472067305341292544
1321,1558593229121114114
1322,1558591926189834240
1323,1555630405155491841
1324,873631163016855552
1325,1558572506084265984
1326,2196961857
1327,158808236
1328,1239977299438526464
1329,1558580969946447877
1330,1554938202808406016
1331,200602506
1332,174205722
1333,1540366356884979713
1334,1558582859958571010
1335,1558578154129727490
1336,964873888512475139
1337,1558549467472822274
1338,1553568835655315456
1339,432625858
1340,1558564560029761541
1341,1558577100067508224
1342,1558572681922236417
1343,1548745174276182016
1344,1558574516137254919
1345,1558573355867021314
1346,1480758897052827648
1347,1558570167319379970
1348,1556811048308580352
1349,1554001590222299136
1350,1165782894708756481
1351,1558560955017166848
1352,1383018392039329798
1353,1546573090104217604
1354,1553978727486218242
1355,1352811273088589824
1356,170518530
1357,1194080363037036545
1358,406752743
1359,1548685343368560642
1360,1558559057010737155
1361,1417899427981926405
1362,1558559451585851392
1363,1558555600581283840
1364,1558556505510658048
1365,1534605723212161026
1366,1558552794512216074
1367,1554469229360971777
1368,1554911820284059650
1369,1296537798930038785
1370,1558555013428944896
1371,1255489712095199232
1372,1455606986461024259
1373,1553070930137698304
1374,1461067037015429123
1375,1558545658033844225
1376,1470864692348399616
1377,1558545077399699457
1378,1537585437383999489
1379,1267533412195274752
1380,1558539523998552065
1381,1524430348842520576
1382,31064936
1383,1508526265661280260
1384,1558543653890674689
1385,1558544585806209024
1386,1550872888408002561
1387,1522628717767532544
1388,1558541676037144578
1389,1554544987857211392
1390,1557428754607112192
1391,1558541664851005444
1392,2736560276
1393,1545021589514756097
1394,1536092890241372164
1395,1557574121864806400
1396,1558534251829760001
1397,4123233328
1398,1558529801807286272
1399,1558530701678485505
1400,1558493562249043971
1401,1390065279217119234
1402,1558522480381153280
1403,1558512516061204482
1404,1558523026051825667
1405,1558519849818750977
1406,1552753823965396993
1407,1555348393974800384
1408,1429822887641468935
1409,1558512088842207232
1410,1558519532020502529
1411,1557239569921126402
1412,1455510849288765448
1413,1549786782375485440
1414,1558516932860448768
1415,1535784986452066304
1416,219399409
1417,1558514786710732803
1418,1546849501759291392
1419,943618666477838336
1420,1490434613679906822
1421,1558512049298087936
1422,1524216739059306496
1423,1558500822702489606
1424,1558509647320862721
1425,1471167202694860800
1426,2711829819
1427,1558507712094392327
1428,636307120
